Dimension,Probability,No_of_blocks,Density,Cells_Processed,Shortest_Path_In_Final_Discovered_Grid,Shortest_Path_In_Full_Grid,Trajectory_length,Outcome,Time_taken
101,0.05,504,0.04940692089010881,613,201.0,201.0,211.0,1,0.18602275848388672
101,0.05,519,0.05087736496421919,42,201.0,201.0,223.0,1,0.6155681610107422
101,0.05,517,0.05068130575433781,3468,201.0,201.0,207.0,1,0.28531384468078613
101,0.05,544,0.0533281050877365,350,201.0,201.0,227.0,1,0.369342565536499
101,0.05,502,0.04921086168022743,137,201.0,201.0,205.0,1,0.2610199451446533
101,0.05,489,0.047936476815998434,93,201.0,201.0,227.0,1,0.5244483947753906
101,0.05,521,0.05107342417410058,390,201.0,201.0,211.0,1,0.21811795234680176
101,0.05,524,0.051367512988922656,722,201.0,201.0,211.0,1,0.29877758026123047
101,0.05,488,0.04783844721105774,279,201.0,201.0,215.0,1,0.21811366081237793
101,0.05,543,0.053230075482795805,57,201.0,201.0,209.0,1,0.31948184967041016
101,0.05,543,0.053230075482795805,951,201.0,201.0,207.0,1,0.33381080627441406
101,0.05,539,0.052837957063033035,54,201.0,201.0,209.0,1,0.43358564376831055
101,0.05,505,0.04950495049504951,477,201.0,201.0,213.0,1,0.22475552558898926
101,0.05,499,0.048916772865405356,518,201.0,201.0,213.0,1,0.3681790828704834
101,0.05,515,0.05048524654445643,218,201.0,201.0,217.0,1,0.28627872467041016
101,0.05,502,0.04921086168022743,152,201.0,201.0,213.0,1,0.16729950904846191
101,0.05,472,0.04626997353200667,42,201.0,201.0,215.0,1,0.18192481994628906
101,0.05,488,0.04783844721105774,93,201.0,201.0,209.0,1,0.16115522384643555
101,0.05,482,0.04725026958141359,29,201.0,201.0,207.0,1,0.23501110076904297
101,0.05,482,0.04725026958141359,722,201.0,201.0,213.0,1,0.43007707595825195
101,0.05,532,0.05215174982844819,345,201.0,201.0,219.0,1,0.3173685073852539
101,0.05,525,0.05146554259386334,313,201.0,201.0,219.0,1,0.5460000038146973
101,0.05,515,0.05048524654445643,314,201.0,201.0,217.0,1,0.1164085865020752
101,0.05,488,0.04783844721105774,134,201.0,201.0,217.0,1,0.37309718132019043
101,0.05,515,0.05048524654445643,102,201.0,201.0,215.0,1,0.37450122833251953
101,0.05,516,0.050583276149397116,1510,201.0,201.0,209.0,1,0.2160508632659912
101,0.05,487,0.047740417606117046,2016,201.0,201.0,205.0,1,0.22277593612670898
101,0.05,467,0.0457798255073032,390,201.0,201.0,221.0,1,0.18958425521850586
101,0.05,516,0.050583276149397116,246,201.0,201.0,233.0,1,0.5692019462585449
101,0.05,507,0.04970100970493089,747,201.0,201.0,213.0,1,0.20589208602905273
101,0.05,499,0.048916772865405356,1589,201.0,201.0,209.0,1,0.3058614730834961
101,0.05,523,0.05126948338398196,1589,201.0,201.0,207.0,1,0.08893203735351562
101,0.05,500,0.04901480247034604,137,201.0,201.0,215.0,1,0.35741233825683594
101,0.05,503,0.04930889128516812,1590,201.0,201.0,209.0,1,0.20267653465270996
101,0.05,549,0.05381825311243996,93,201.0,201.0,217.0,1,0.5415434837341309
101,0.05,503,0.04930889128516812,317,201.0,201.0,209.0,1,0.24077796936035156
101,0.05,514,0.050387216939515735,159,201.0,201.0,217.0,1,0.3752603530883789
101,0.05,525,0.05146554259386334,951,201.0,201.0,207.0,1,0.28920650482177734
101,0.05,537,0.052641897853151653,162,201.0,201.0,211.0,1,0.2656090259552002
101,0.05,480,0.0470542103715322,467,201.0,201.0,213.0,1,0.2141284942626953
101,0.05,522,0.05117145377904127,773,201.0,201.0,207.0,1,0.2483689785003662
101,0.05,505,0.04950495049504951,42,201.0,201.0,209.0,1,0.3421800136566162
101,0.05,516,0.050583276149397116,831,201.0,201.0,209.0,1,0.36005449295043945
101,0.05,520,0.050975394569159886,1664,201.0,201.0,211.0,1,0.6575131416320801
101,0.05,494,0.04842662484070189,74,201.0,201.0,207.0,1,0.1874558925628662
101,0.05,506,0.049602980099990195,1214,201.0,201.0,213.0,1,0.2626066207885742
101,0.05,542,0.05313204587785511,1587,201.0,201.0,217.0,1,0.3280482292175293
101,0.05,506,0.049602980099990195,134,201.0,201.0,217.0,1,0.2030773162841797
101,0.05,524,0.051367512988922656,950,201.0,201.0,209.0,1,0.37491512298583984
101,0.05,539,0.052837957063033035,282,201.0,201.0,219.0,1,0.2655653953552246
101,0.05,487,0.047740417606117046,618,201.0,201.0,213.0,1,0.37491631507873535
101,0.05,522,0.05117145377904127,134,201.0,201.0,211.0,1,0.21870160102844238
101,0.05,502,0.04921086168022743,252,201.0,201.0,215.0,1,0.7156505584716797
101,0.05,518,0.050779335359278505,1842,201.0,201.0,205.0,1,0.7879064083099365
101,0.05,528,0.051759631408685426,137,201.0,201.0,215.0,1,0.19170212745666504
101,0.05,531,0.0520537202235075,1923,201.0,201.0,211.0,1,0.2811868190765381
101,0.05,504,0.04940692089010881,890,201.0,201.0,225.0,1,0.361875057220459
101,0.05,512,0.050191157729634346,421,201.0,201.0,217.0,1,0.312455415725708
101,0.05,499,0.048916772865405356,393,201.0,201.0,211.0,1,0.2343604564666748
101,0.05,546,0.05352416429761788,3098,201.0,201.0,205.0,1,0.3593306541442871
101,0.05,501,0.04911283207528674,215,201.0,201.0,207.0,1,0.3280773162841797
101,0.05,480,0.0470542103715322,74,201.0,201.0,215.0,1,0.48664379119873047
101,0.05,473,0.04636800313694736,513,201.0,201.0,219.0,1,0.2655634880065918
101,0.05,518,0.050779335359278505,159,201.0,201.0,217.0,1,0.37491512298583984
101,0.05,502,0.04921086168022743,93,201.0,201.0,207.0,1,0.18745636940002441
101,0.05,484,0.04744632879129497,29,201.0,201.0,215.0,1,0.281219482421875
101,0.05,542,0.05313204587785511,719,201.0,201.0,207.0,1,0.12497186660766602
101,0.05,513,0.05028918733457504,57,201.0,201.0,213.0,1,0.42177772521972656
101,0.05,484,0.04744632879129497,74,201.0,201.0,213.0,1,0.35929226875305176
101,0.05,543,0.053230075482795805,4750,201.0,201.0,203.0,1,0.20310592651367188
101,0.05,533,0.052249779433388883,150,201.0,201.0,213.0,1,0.35929226875305176
101,0.05,509,0.04989706891481227,2587,201.0,201.0,213.0,1,0.29680824279785156
101,0.05,519,0.05087736496421919,893,201.0,201.0,209.0,1,0.18749117851257324
101,0.05,560,0.05489657876678757,878,201.0,201.0,219.0,1,0.35929107666015625
101,0.05,520,0.050975394569159886,114,201.0,201.0,215.0,1,0.2811868190765381
101,0.05,505,0.04950495049504951,57,201.0,201.0,217.0,1,0.3905329704284668
101,0.05,508,0.04979903930987158,93,201.0,201.0,209.0,1,0.23432159423828125
101,0.05,484,0.04744632879129497,111,201.0,201.0,217.0,1,0.20308256149291992
101,0.05,517,0.05068130575433781,74,201.0,201.0,213.0,1,0.2187361717224121
101,0.05,510,0.049995098519752965,565,201.0,201.0,211.0,1,0.3280801773071289
101,0.05,522,0.05117145377904127,2792,201.0,201.0,207.0,1,0.3436698913574219
101,0.05,531,0.0520537202235075,1285,201.0,201.0,213.0,1,0.42177820205688477
101,0.05,487,0.047740417606117046,774,201.0,201.0,209.0,1,0.2030782699584961
101,0.05,488,0.04783844721105774,57,201.0,201.0,209.0,1,0.35932230949401855
101,0.05,501,0.04911283207528674,159,201.0,201.0,217.0,1,0.2811858654022217
101,0.05,529,0.05185766101362611,137,201.0,201.0,211.0,1,0.2655947208404541
101,0.05,498,0.04881874326046466,71,201.0,201.0,213.0,1,0.21870064735412598
101,0.05,499,0.048916772865405356,954,201.0,201.0,205.0,1,0.23432016372680664
101,0.05,522,0.05117145377904127,351,201.0,201.0,221.0,1,0.4372429847717285
101,0.05,512,0.050191157729634346,890,201.0,201.0,213.0,1,0.4061903953552246
101,0.05,503,0.04930889128516812,252,201.0,201.0,215.0,1,0.31245970726013184
101,0.05,535,0.052445838643270265,3642,201.0,201.0,211.0,1,0.2655947208404541
101,0.05,549,0.05381825311243996,519,201.0,201.0,207.0,1,0.26563024520874023
101,0.09,918,0.08999117733555534,126,201.0,201.0,221.0,1,0.35929107666015625
101,0.09,944,0.09253994706401333,664,201.0,201.0,233.0,1,0.5311684608459473
101,0.09,935,0.0916576806195471,159,201.0,201.0,221.0,1,0.42180871963500977
101,0.09,879,0.08616802274286835,828,201.0,201.0,213.0,1,0.4061927795410156
101,0.09,958,0.09391236153318303,11,201.0,201.0,223.0,1,0.6560964584350586
101,0.09,886,0.08685422997745319,1031,201.0,201.0,239.0,1,0.49991440773010254
101,0.09,916,0.08979511812567395,426,201.0,201.0,225.0,1,0.6424953937530518
101,0.09,918,0.08999117733555534,186,201.0,201.0,231.0,1,0.6526391506195068
101,0.09,942,0.09234388785413195,123,201.0,201.0,237.0,1,0.6092691421508789
101,0.09,963,0.09440250955788648,110,201.0,201.0,241.0,1,0.3749518394470215
101,0.09,892,0.08744240760709734,317,201.0,201.0,215.0,1,0.3905673027038574
101,0.09,939,0.09204979903930988,89,201.0,201.0,219.0,1,0.4061861038208008
101,0.09,903,0.08852073326144495,1357,201.0,201.0,211.0,1,0.31242799758911133
101,0.09,938,0.09195176943436918,763,201.0,201.0,229.0,1,0.6092329025268555
101,0.09,925,0.09067738457014018,57,201.0,201.0,223.0,1,0.3437061309814453
101,0.09,937,0.09185373982942849,313,201.0,201.0,231.0,1,0.5467836856842041
101,0.09,923,0.0904813253602588,159,201.0,201.0,231.0,1,0.8591740131378174
101,0.09,893,0.08754043721203804,390,201.0,201.0,215.0,1,0.49991559982299805
101,0.09,902,0.08842270365650426,351,201.0,201.0,209.0,1,0.42180776596069336
101,0.09,925,0.09067738457014018,73,201.0,201.0,225.0,1,0.4061892032623291
101,0.09,899,0.08812861484168219,615,201.0,201.0,217.0,1,0.2343599796295166
101,0.09,928,0.09097147338496225,459,201.0,201.0,225.0,1,0.4218120574951172
101,0.09,878,0.08606999313792765,821,201.0,201.0,221.0,1,0.4530477523803711
101,0.09,927,0.09087344378002157,285,201.0,201.0,241.0,1,0.5311274528503418
101,0.09,914,0.08959905891579258,111,201.0,201.0,229.0,1,0.6561274528503418
101,0.09,870,0.08528575629840211,816,201.0,201.0,219.0,1,0.4530184268951416
101,0.09,912,0.08940299970591119,505,201.0,201.0,237.0,1,0.3749115467071533
101,0.09,920,0.09018723654543673,894,201.0,201.0,247.0,1,0.4842650890350342
101,0.09,894,0.08763846681697873,322,201.0,201.0,221.0,1,0.3280491828918457
101,0.09,917,0.08989314773061464,717,201.0,201.0,233.0,1,0.5026695728302002
101,0.09,919,0.09008920694049603,111,201.0,201.0,221.0,1,0.48429274559020996
101,0.09,940,0.09214782864425056,765,201.0,201.0,221.0,1,0.5467791557312012
101,0.09,888,0.08705028918733458,653,201.0,201.0,219.0,1,0.5014362335205078
101,0.09,873,0.0855798451132242,218,201.0,201.0,211.0,1,0.2363734245300293
101,0.09,917,0.08989314773061464,118,201.0,201.0,233.0,1,0.34707140922546387
101,0.09,948,0.0929320654837761,385,201.0,201.0,237.0,1,0.42786097526550293
101,0.09,924,0.09057935496519949,121,201.0,201.0,221.0,1,0.3929142951965332
101,0.09,929,0.09106950298990295,123,201.0,201.0,231.0,1,0.30162811279296875
101,0.09,921,0.09028526615037741,134,201.0,201.0,221.0,1,0.468639612197876
101,0.09,901,0.08832467405156358,238,201.0,201.0,219.0,1,0.32808494567871094
101,0.09,881,0.08636408195274974,84,201.0,201.0,229.0,1,0.5311567783355713
101,0.09,957,0.09381433192824233,137,201.0,201.0,239.0,1,0.5936474800109863
101,0.09,922,0.0903832957553181,137,201.0,201.0,219.0,1,0.35597729682922363
101,0.09,944,0.09253994706401333,248,201.0,201.0,215.0,1,0.49988245964050293
101,0.09,898,0.0880305852367415,368,201.0,201.0,229.0,1,0.5490260124206543
101,0.09,993,0.09734339770610724,111,201.0,201.0,219.0,1,0.2969651222229004
101,0.09,963,0.09440250955788648,297,201.0,201.0,223.0,1,0.43739891052246094
101,0.09,947,0.0928340358788354,56,201.0,201.0,241.0,1,0.28118348121643066
101,0.09,912,0.08940299970591119,57,201.0,201.0,223.0,1,0.29680538177490234
101,0.09,890,0.08724634839721596,39,201.0,201.0,231.0,1,0.35929036140441895
101,0.09,945,0.09263797666895403,279,201.0,201.0,231.0,1,0.48426032066345215
101,0.09,925,0.09067738457014018,940,201.0,201.0,229.0,1,0.46953487396240234
101,0.09,938,0.09195176943436918,304,201.0,201.0,219.0,1,0.2775588035583496
101,0.09,942,0.09234388785413195,90,201.0,201.0,219.0,1,0.59364914894104
101,0.09,973,0.0953828056072934,81,201.0,201.0,225.0,1,0.5779914855957031
101,0.09,864,0.08469757866875796,57,201.0,201.0,229.0,1,0.6092743873596191
101,0.09,908,0.08901088128614841,185,201.0,201.0,217.0,1,0.5311262607574463
101,0.09,960,0.0941084207430644,33,201.0,201.0,225.0,1,0.31246209144592285
101,0.09,934,0.0915596510146064,1344,201.0,201.0,229.0,1,0.4686751365661621
101,0.09,917,0.08989314773061464,114,201.0,201.0,209.0,1,0.2655982971191406
101,0.09,909,0.0891089108910891,156,201.0,201.0,235.0,1,0.5311620235443115
101,0.09,966,0.09469659837270855,162,201.0,201.0,223.0,1,0.5311620235443115
101,0.09,874,0.08567787471816489,71,201.0,201.0,233.0,1,0.4686465263366699
101,0.09,912,0.08940299970591119,1251,201.0,201.0,225.0,1,0.3010530471801758
101,0.09,914,0.08959905891579258,42,201.0,203.0,227.0,1,0.3749537467956543
101,0.09,922,0.0903832957553181,114,201.0,201.0,221.0,1,0.47945666313171387
101,0.09,891,0.08734437800215665,313,201.0,201.0,223.0,1,0.3749401569366455
101,0.09,967,0.09479462797764925,457,201.0,201.0,221.0,1,0.6876535415649414
101,0.09,915,0.08969708852073326,101,201.0,201.0,237.0,1,0.7342383861541748
101,0.09,932,0.09136359180472503,54,201.0,201.0,225.0,1,0.4530208110809326
101,0.09,893,0.08754043721203804,664,201.0,201.0,227.0,1,0.5155038833618164
101,0.09,945,0.09263797666895403,54,201.0,201.0,225.0,1,0.7498602867126465
101,0.09,900,0.08822664444662288,609,201.0,201.0,223.0,1,0.4061923027038574
101,0.09,907,0.08891285168120773,134,201.0,201.0,223.0,1,0.5780248641967773
101,0.09,895,0.08773649642191941,149,201.0,201.0,217.0,1,0.24998211860656738
101,0.09,930,0.09116753259484364,2093,201.0,201.0,219.0,1,0.6820712089538574
101,0.09,922,0.0903832957553181,429,201.0,201.0,223.0,1,0.6873395442962646
101,0.09,910,0.0892069404960298,93,201.0,201.0,235.0,1,0.3905622959136963
101,0.09,937,0.09185373982942849,469,201.0,201.0,223.0,1,0.3905348777770996
101,0.09,915,0.08969708852073326,134,201.0,201.0,227.0,1,0.5887777805328369
101,0.09,947,0.0928340358788354,74,201.0,201.0,215.0,1,0.5779905319213867
101,0.09,944,0.09253994706401333,62,201.0,201.0,231.0,1,0.8123109340667725
101,0.09,942,0.09234388785413195,279,201.0,201.0,223.0,1,0.48426079750061035
101,0.09,920,0.09018723654543673,717,201.0,201.0,211.0,1,0.609234094619751
101,0.09,941,0.09224585824919125,21,201.0,201.0,225.0,1,0.5936455726623535
101,0.09,909,0.0891089108910891,314,201.0,201.0,229.0,1,0.6650791168212891
101,0.09,905,0.08871679247132634,272,201.0,201.0,229.0,1,0.6873695850372314
101,0.09,975,0.09557886481717479,350,201.0,201.0,221.0,1,0.57802414894104
101,0.09,900,0.08822664444662288,42,201.0,201.0,223.0,1,0.28354501724243164
101,0.09,892,0.08744240760709734,304,201.0,201.0,235.0,1,0.6844584941864014
101,0.09,873,0.0855798451132242,1205,201.0,201.0,215.0,1,0.6874303817749023
101,0.09,951,0.09322615429859818,83,201.0,201.0,231.0,1,0.42180871963500977
101,0.09,928,0.09097147338496225,1130,201.0,201.0,223.0,1,0.4686758518218994
101,0.09,884,0.0866581707675718,54,201.0,201.0,227.0,1,0.4061882495880127
101,0.09,879,0.08616802274286835,39,201.0,201.0,233.0,1,0.4530196189880371
101,0.09,935,0.0916576806195471,158,201.0,201.0,217.0,1,0.6691999435424805
101,0.09,936,0.0917557102244878,215,201.0,201.0,223.0,1,0.6560957431793213
101,0.09,877,0.08597196353298696,831,201.0,201.0,215.0,1,0.7342021465301514
101,0.09,916,0.08979511812567395,137,201.0,201.0,221.0,1,0.6717329025268555
101,0.09,868,0.08508969708852074,431,201.0,201.0,223.0,1,1.1403565406799316
101,0.13,1390,0.136261150867562,159,201.0,201.0,275.0,1,1.2653629779815674
101,0.13,1364,0.133712381139104,25,201.0,201.0,247.0,1,1.0141947269439697
101,0.13,1323,0.12969316733653563,473,201.0,201.0,235.0,1,0.9529030323028564
101,0.13,1331,0.13047740417606116,102,201.0,201.0,231.0,1,0.937281608581543
101,0.13,1296,0.12704636800313696,29,201.0,201.0,243.0,1,0.8748273849487305
101,0.13,1261,0.12361533183021273,212,201.0,201.0,227.0,1,0.874830961227417
101,0.13,1342,0.13155572983040878,117,201.0,201.0,243.0,1,0.9841434955596924
101,0.13,1314,0.1288109008920694,83,201.0,201.0,261.0,1,1.3543424606323242
101,0.13,1353,0.1326340554847564,137,201.0,201.0,255.0,1,1.3590598106384277
101,0.13,1257,0.12322321341044995,57,201.0,201.0,233.0,1,0.8435518741607666
101,0.13,1265,0.12400745024997549,60,201.0,201.0,239.0,1,0.6092648506164551
101,0.13,1268,0.12430153906479757,181,201.0,201.0,233.0,1,0.6873748302459717
101,0.13,1348,0.13214390746005295,339,201.0,201.0,241.0,1,1.6871459484100342
101,0.13,1288,0.1262621311636114,107,201.0,201.0,225.0,1,0.35932207107543945
101,0.13,1305,0.1279286344476032,343,201.0,201.0,233.0,1,0.656097412109375
101,0.13,1337,0.13106558180570532,26,201.0,201.0,241.0,1,0.624889612197876
101,0.13,1330,0.13037937457112048,48,201.0,201.0,231.0,1,0.5421767234802246
101,0.13,1282,0.12567395353396726,90,201.0,201.0,219.0,1,0.42180776596069336
101,0.13,1389,0.1361631212626213,87,201.0,201.0,239.0,1,1.0310094356536865
101,0.13,1377,0.134986766003333,1125,201.0,201.0,229.0,1,0.43739986419677734
101,0.13,1331,0.13047740417606116,186,201.0,201.0,229.0,1,0.9060683250427246
101,0.13,1315,0.1289089304970101,114,201.0,201.0,239.0,1,0.5719189643859863
101,0.13,1358,0.13312420350945986,15,201.0,201.0,227.0,1,0.9007158279418945
101,0.13,1300,0.1274384864228997,157,201.0,201.0,237.0,1,0.4373965263366699
