Dimension,Probability,No_of_blocks,Density,Outcome,Length_of_path
101,0.04,411,0.04029016763062445,1,201.0
101,0.04,387,0.03793745711204784,1,201.0
101,0.04,407,0.03989804921086168,1,201.0
101,0.04,420,0.04117243407509068,1,201.0
101,0.04,410,0.040192138025683756,1,201.0
101,0.04,390,0.03823154592686991,1,201.0
101,0.04,431,0.04225075972943829,0,
101,0.04,439,0.043034996568963826,1,201.0
101,0.04,385,0.037741397902166456,1,201.0
101,0.04,408,0.039996078815802374,1,201.0
101,0.04,391,0.03832957553181061,1,201.0
101,0.04,425,0.041662582099794135,1,201.0
