Dimension,Probability,No_of_blocks,Density,Cells_Processed,Shortest_Path_In_Final_Discovered_Grid,Shortest_Path_In_Full_Grid,Outcome,Trajectory_length,Time_taken
101,0.17,1749,0.171453779,327,241,245,1,277,0.13069582
101,0.17,1752,0.171747868,325,243,227,1,273,0.157659292
101,0.17,1754,0.171943927,304,237,229,1,265,0.084197521
101,0.17,1776,0.174100578,346,245,225,1,299,0.115440607
101,0.17,1718,0.168414861,281,221,219,1,243,0.119861126
101,0.17,1757,0.172238016,271,221,221,1,237,0.087138653
101,0.17,1708,0.167434565,299,243,223,1,255,0.079518557
101,0.17,1693,0.165964121,280,223,223,1,239,0.080302477
101,0.17,1694,0.166062151,299,233,229,1,271,0.098810196
101,0.17,1750,0.171551809,311,239,233,1,271,0.088941097
101,0.17,1683,0.164983825,305,239,225,1,261,0.086199522
101,0.17,1735,0.170081365,311,,,0,,0.582164526
101,0.17,1728,0.169395157,289,235,233,1,255,0.065956831
101,0.17,1719,0.168512891,297,225,225,1,255,0.143754244
101,0.17,1796,0.17606117,288,233,227,1,255,0.092776537
101,0.17,1745,0.171061661,289,229,227,1,239,0.107799768
101,0.17,1768,0.173316342,292,241,243,1,261,0.064452648
101,0.17,1720,0.16861092,305,239,227,1,263,0.091709852
101,0.17,1728,0.169395157,5,,,0,,0.022752285
101,0.17,1715,0.168120772,304,239,223,1,263,0.109772921
101,0.17,1649,0.161650819,3,,,0,,0.009973526
101,0.17,1715,0.168120772,282,225,223,1,239,0.134361744
101,0.17,1787,0.175178904,304,229,229,1,263,0.120397806
101,0.17,1733,0.169885305,355,255,241,1,319,0.175237894
101,0.17,1725,0.169101069,300,237,227,1,251,0.106773376
101,0.17,1730,0.169591217,291,235,225,1,257,0.083119154
101,0.17,1743,0.170865601,338,237,229,1,289,0.148997307
101,0.17,1754,0.171943927,335,243,229,1,275,0.117406368
101,0.17,1777,0.174198608,329,249,227,1,275,0.135991573
101,0.17,1747,0.17125772,323,245,231,1,271,0.116119146
101,0.17,1731,0.169689246,307,225,225,1,267,0.100790977
101,0.17,1702,0.166846388,269,225,225,1,243,0.054906368
101,0.17,1734,0.169983335,279,233,233,1,239,0.073563576
101,0.17,1656,0.162337026,256,223,219,1,233,0.065655947
101,0.17,1708,0.167434565,311,241,235,1,269,0.125953913
101,0.17,1706,0.167238506,281,229,217,1,245,0.094160318
101,0.17,1722,0.16880698,327,231,235,1,283,0.135020018
101,0.17,1715,0.168120772,289,229,229,1,253,0.087159157
101,0.17,1750,0.171551809,3,,,0,,0.007974863
101,0.17,1658,0.162533085,263,219,217,1,225,0.108073473
101,0.17,1685,0.165179884,286,235,235,1,253,0.067567587
101,0.17,1760,0.172532105,309,229,219,1,255,0.150642633
101,0.17,1671,0.16380747,292,227,227,1,243,0.104782581
101,0.17,1726,0.169199098,315,233,229,1,271,0.109807014
101,0.17,1758,0.172336045,298,225,227,1,265,0.079984903
101,0.17,1742,0.170767572,268,227,225,1,237,0.085196972
101,0.17,1655,0.162238996,3,,,0,,0.011998415
101,0.17,1728,0.169395157,289,227,225,1,259,0.100154877
101,0.17,1791,0.175571022,278,221,221,1,243,0.093126774
101,0.17,1735,0.170081365,280,,,0,,0.539880753
101,0.17,1685,0.165179884,306,239,237,1,259,0.098165035
101,0.17,1633,0.160082345,331,,,0,,0.565140724
101,0.17,1811,0.177531615,287,239,233,1,247,0.093164206
101,0.17,1782,0.174688756,297,237,225,1,257,0.098724365
101,0.17,1681,0.164787766,308,239,227,1,259,0.122214317
101,0.21,2122,0.208018822,296,233,233,1,251,0.082213879
101,0.21,2157,0.211449858,377,255,247,1,313,0.146614552
101,0.21,2149,0.210665621,350,251,237,1,297,0.157850266
101,0.21,2227,0.21831193,383,271,261,1,319,0.143036604
101,0.21,2171,0.212822272,296,,,0,,0.619418144
101,0.21,2176,0.21331242,316,241,227,1,269,0.111724854
101,0.21,2152,0.21095971,346,235,227,1,283,0.163310289
101,0.21,2205,0.216155279,294,229,229,1,249,0.141542196
101,0.21,2134,0.209195177,312,237,237,1,275,0.132997751
101,0.21,2133,0.209097147,330,249,245,1,283,0.105800867
101,0.21,2134,0.209195177,404,249,249,1,339,0.173278332
101,0.21,2160,0.211743947,401,255,249,1,335,0.210889101
101,0.21,2102,0.20605823,355,257,251,1,303,0.129070044
101,0.21,2139,0.209685325,298,229,223,1,253,0.14538765
101,0.21,2129,0.208705029,296,231,217,1,259,0.09616971
101,0.21,2015,0.197529654,3,,,0,,0.020909786
101,0.21,2097,0.205568082,342,247,239,1,289,0.140046835
101,0.21,2104,0.206254289,339,241,227,1,285,0.140010357
101,0.21,2105,0.206352318,10,,,0,,0.027923822
101,0.21,2124,0.208214881,369,259,255,1,309,0.149273396
101,0.21,2140,0.209783355,344,249,239,1,291,0.133898735
101,0.21,2151,0.21086168,292,219,219,1,241,0.159825802
101,0.21,2100,0.20586217,348,,,0,,0.589365005
101,0.21,2163,0.212038035,348,227,227,1,315,0.202137232
101,0.21,2123,0.208116851,349,237,231,1,275,0.195492983
101,0.21,2096,0.205470052,307,243,229,1,261,0.122364521
101,0.21,2204,0.216057249,330,245,247,1,283,0.109791517
101,0.21,2241,0.219684345,405,261,247,1,345,0.140032768
101,0.21,2086,0.204489756,375,261,247,1,317,0.192518234
101,0.21,2165,0.212234095,375,253,235,1,319,0.187886715
101,0.21,2164,0.212136065,3,,,0,,0.008971691
101,0.21,2074,0.203313401,310,239,235,1,261,0.154503345
101,0.21,2102,0.20605823,376,,,0,,0.632902384
101,0.21,2123,0.208116851,375,245,241,1,311,0.176417112
101,0.21,2137,0.209489266,364,235,231,1,323,0.156615257
101,0.21,2184,0.214096657,355,263,249,1,299,0.129650831
101,0.21,2166,0.212332124,359,249,249,1,305,0.148639202
101,0.21,2153,0.211057739,312,235,235,1,269,0.113729
101,0.21,2091,0.204979904,345,247,247,1,287,0.242327929
101,0.21,2127,0.20850897,335,241,231,1,277,0.132996559
101,0.21,2146,0.210371532,8,,,0,,0.015623093
101,0.21,2166,0.212332124,358,259,243,1,297,0.138420582
101,0.21,2152,0.21095971,389,271,265,1,337,0.223958731
101,0.21,2126,0.20841094,321,247,243,1,275,0.095178127
101,0.21,2157,0.211449858,391,261,243,1,329,0.14177227
101,0.21,2145,0.210273503,314,233,221,1,279,0.147193193
101,0.21,2173,0.213018332,330,237,233,1,287,0.142329454
101,0.21,2082,0.204097637,327,245,235,1,273,0.116437435
101,0.21,2101,0.2059602,347,237,229,1,279,0.155321121
101,0.21,2153,0.211057739,3,,,0,,0.008971214
101,0.21,2115,0.207332614,325,237,237,1,283,0.137234449
101,0.21,2062,0.202137045,357,,,0,,0.655952692
101,0.21,2167,0.212430154,354,247,245,1,307,0.186067104
101,0.21,2123,0.208116851,305,225,225,1,267,0.0941751
101,0.21,2185,0.214194687,347,247,235,1,291,0.14000845
101,0.21,2081,0.203999608,355,259,253,1,335,0.11313796
101,0.21,2134,0.209195177,361,261,259,1,337,0.145997524
101,0.21,2181,0.213802568,303,241,241,1,263,0.084192753
101,0.21,2167,0.212430154,314,239,237,1,269,0.093178034
101,0.21,2054,0.201352809,3,,,0,,0.008940697
101,0.21,2122,0.208018822,299,231,229,1,257,0.115683079
101,0.21,2099,0.205764141,335,243,237,1,277,0.135909319
101,0.21,2204,0.216057249,285,225,225,1,251,0.078499794
101,0.21,2135,0.209293207,344,241,231,1,291,0.13202858
101,0.21,2119,0.207724733,385,263,237,1,317,0.178103209
101,0.21,2057,0.201646897,306,229,225,1,255,0.143029451
101,0.21,2170,0.212724243,310,237,235,1,259,0.094166756
101,0.21,2175,0.213214391,374,261,225,1,335,0.234915733
101,0.21,2132,0.208999118,360,249,225,1,315,0.229129553
101,0.21,2084,0.204293697,327,237,235,1,281,0.1404109
101,0.21,2133,0.209097147,312,233,231,1,279,0.098762274
101,0.21,2139,0.209685325,341,247,241,1,285,0.131028891
101,0.21,2201,0.21576316,437,269,237,1,359,0.218899727
101,0.21,2119,0.207724733,378,257,257,1,313,0.207374573
101,0.21,2159,0.211645917,349,239,227,1,281,0.190670729
101,0.21,2144,0.210175473,343,247,241,1,289,0.124374866
101,0.21,2142,0.209979414,316,231,219,1,269,0.137034178
101,0.21,2105,0.206352318,358,247,239,1,307,0.134785414
101,0.21,2154,0.211155769,325,241,241,1,291,0.129567862
101,0.21,2141,0.209881384,287,227,225,1,239,0.129861116
101,0.21,2116,0.207430644,342,,,0,,0.612603188
101,0.21,2083,0.204195667,310,233,231,1,263,0.108313084
101,0.21,2146,0.210371532,346,241,237,1,297,0.163416147
101,0.21,2207,0.216351338,374,255,241,1,417,0.287266254
101,0.21,2142,0.209979414,310,,,0,,0.622369289
101,0.21,2097,0.205568082,319,233,229,1,263,0.167587519
101,0.21,2135,0.209293207,396,247,223,1,335,0.226393938
101,0.21,2151,0.21086168,417,283,263,1,349,0.180517197
101,0.21,2165,0.212234095,377,267,255,1,325,0.220406771
101,0.21,2178,0.21350848,379,247,227,1,327,0.214424849
101,0.21,2095,0.205372022,319,247,247,1,269,0.119719028
101,0.21,2052,0.201156749,346,249,229,1,289,0.182506561
101,0.21,2119,0.207724733,309,225,225,1,253,0.145646334
101,0.21,2152,0.21095971,372,259,249,1,309,0.170543671
101,0.21,2073,0.203215371,361,245,249,1,305,0.151627779
101,0.21,2145,0.210273503,320,237,227,1,271,0.172511339
101,0.21,2105,0.206352318,319,225,225,1,269,0.205448627
101,0.21,2135,0.209293207,310,219,215,1,261,0.169545174
101,0.21,2190,0.214684835,315,233,233,1,275,0.169475794
101,0.21,2149,0.210665621,345,241,235,1,289,0.129639149
101,0.25,2464,0.241544947,343,243,225,1,279,0.17556572
101,0.25,2562,0.251151848,509,301,291,1,477,0.27530098
101,0.25,2619,0.256739535,340,223,223,1,287,0.155580282
101,0.25,2559,0.250857759,374,249,241,1,327,0.231357336
101,0.25,2577,0.252622292,514,,,0,,0.770938635
101,0.25,2508,0.245858249,410,249,237,1,385,0.242733002
101,0.25,2523,0.247328693,394,257,237,1,335,0.22896409
101,0.25,2509,0.245956279,378,249,255,1,323,0.167228222
101,0.25,2502,0.245270072,6,,,0,,0.0139606
101,0.25,2524,0.247426723,351,255,233,1,307,0.173804283
101,0.25,2552,0.250171552,387,271,259,1,317,0.158660889
101,0.25,2458,0.240956769,288,,,0,,0.629777193
101,0.25,2561,0.251053818,482,293,273,1,443,0.513674974
101,0.25,2565,0.251445937,364,,,0,,0.699920654
101,0.25,2509,0.245956279,389,263,237,1,329,0.197214365
101,0.25,2574,0.252328203,452,281,273,1,399,0.189126253
101,0.25,2511,0.246152338,407,255,249,1,329,0.219470501
101,0.25,2541,0.249093226,369,247,233,1,321,0.143684387
101,0.25,2490,0.244093716,353,255,241,1,289,0.168990135
101,0.25,2571,0.252034114,367,241,237,1,309,0.183880568
101,0.25,2527,0.247720812,7,,,0,,0.023933411
101,0.25,2509,0.245956279,365,,,0,,0.660789013
101,0.25,2514,0.246446427,19,,,0,,0.043905735
101,0.25,2517,0.246740516,346,253,237,1,287,0.129375458
101,0.25,2534,0.248407019,344,235,237,1,295,0.165295601
101,0.25,2546,0.249583374,499,263,247,1,451,0.265133619
101,0.25,2527,0.247720812,15,,,0,,0.034802675
101,0.25,2558,0.250759729,563,,,0,,1.076696396
101,0.25,2545,0.249485345,11,,,0,,0.024930954
101,0.25,2547,0.249681404,3,,,0,,0.007978678
101,0.25,2528,0.247818841,411,273,265,1,359,0.21149683
101,0.25,2465,0.241642976,363,251,237,1,295,0.158349514
101,0.25,2541,0.249093226,353,253,245,1,303,0.135071516
101,0.25,2590,0.253896677,494,265,255,1,425,0.278259277
101,0.25,2579,0.252818351,326,239,233,1,275,0.130999804
101,0.25,2443,0.239486325,330,233,233,1,277,0.153638124
101,0.25,2563,0.251249877,486,309,287,1,415,0.598974466
101,0.25,2541,0.249093226,442,273,269,1,385,0.176900625
101,0.25,2496,0.244681894,329,235,235,1,263,0.140032291
101,0.25,2557,0.2506617,385,243,251,1,325,0.174264669
101,0.25,2572,0.252132144,351,233,221,1,281,0.162916899
101,0.25,2582,0.25311244,315,,,0,,0.639848232
101,0.25,2557,0.2506617,380,,,0,,0.6973176
101,0.25,2608,0.25566121,3,,,0,,0.010983944
101,0.25,2550,0.249975493,380,245,247,1,321,0.183754444
101,0.25,2575,0.252426233,409,265,243,1,349,0.152608871
101,0.25,2563,0.251249877,388,249,245,1,337,0.194516897
101,0.25,2593,0.254190766,341,241,233,1,283,0.160230875
101,0.25,2515,0.246544456,322,233,219,1,271,0.152606964
101,0.25,2550,0.249975493,355,225,223,1,287,0.178854465
101,0.25,2602,0.255073032,3,,,0,,0
101,0.25,2587,0.253602588,405,,,0,,0.693528652
101,0.25,2560,0.250955789,3,,,0,,0.011000156
101,0.25,2624,0.257229683,432,257,253,1,375,0.205514431
101,0.25,2536,0.248603078,370,239,231,1,309,0.175074577
101,0.25,2575,0.252426233,476,271,263,1,511,0.371365547
101,0.25,2566,0.251543966,432,249,247,1,423,0.267971039
101,0.25,2512,0.246250368,433,261,255,1,369,0.461410522
101,0.25,2482,0.243309479,389,265,259,1,321,0.153626919
101,0.25,2458,0.240956769,435,257,263,1,389,0.242888927
101,0.25,2581,0.25301441,341,247,231,1,271,0.154597521
101,0.25,2594,0.254288795,381,,,0,,0.671509027
101,0.25,2519,0.246936575,408,277,249,1,343,0.193829298
101,0.25,2578,0.252720322,384,229,229,1,323,0.189094543
101,0.25,2539,0.248897167,373,241,245,1,299,0.198945522
101,0.25,2494,0.244485835,392,273,245,1,331,0.148674488
101,0.25,2540,0.248995197,325,231,227,1,269,0.133059263
101,0.25,2530,0.2480149,421,257,239,1,365,0.334481955
101,0.25,2551,0.250073522,341,247,227,1,281,0.1778934
101,0.25,2534,0.248407019,378,269,269,1,317,0.177895546
101,0.25,2489,0.243995687,9,,,0,,0.021941185
101,0.25,2545,0.249485345,380,249,241,1,313,0.181926727
101,0.25,2551,0.250073522,339,233,225,1,269,0.172229052
101,0.25,2603,0.255171062,7,,,0,,0.031911373
101,0.25,2547,0.249681404,383,249,249,1,307,0.205481052
101,0.25,2543,0.249289285,404,,,0,,0.680929661
101,0.25,2576,0.252524262,381,263,257,1,309,0.166300535
101,0.25,2505,0.24556416,362,231,217,1,311,0.220436573
101,0.25,2563,0.251249877,359,235,233,1,289,0.182926416
101,0.25,2551,0.250073522,424,269,271,1,355,0.228773594
101,0.25,2584,0.253308499,438,265,269,1,359,0.202910662
101,0.25,2597,0.254582884,373,239,241,1,321,0.171220303
101,0.25,2545,0.249485345,423,267,243,1,355,0.193792582
101,0.25,2501,0.245172042,346,,,0,,0.661077499
101,0.25,2491,0.244191746,363,249,225,1,305,0.182924986
101,0.25,2554,0.250367611,345,235,235,1,289,0.178109169
101,0.25,2599,0.254778943,423,241,231,1,345,0.238416672
101,0.25,2560,0.250955789,417,263,265,1,341,0.206579685
101,0.25,2601,0.254975002,453,257,215,1,369,0.270358801
101,0.25,2482,0.243309479,7,,,0,,0.02094245
101,0.25,2606,0.25546515,434,275,269,1,385,0.891511202
101,0.25,2536,0.248603078,3,,,0,,0.011963606
101,0.25,2633,0.25811195,443,253,259,1,421,0.312736034
101,0.25,2545,0.249485345,339,237,231,1,279,0.163304806
101,0.25,2550,0.249975493,378,261,241,1,315,0.120434523
101,0.25,2499,0.244975983,454,293,283,1,395,0.450965881
101,0.25,2512,0.246250368,441,291,265,1,355,0.207540035
101,0.25,2498,0.244877953,478,255,241,1,463,0.38304472
101,0.25,2537,0.248701108,485,249,257,1,445,0.276751518
101,0.25,2535,0.248505049,334,237,237,1,287,0.181016684
