Dimension,Probability,No_of_blocks,Density,Outcome,Length_of_path
101,0.08,771,0.0755808254092736,1,201.0
101,0.08,819,0.08028624644642682,1,201.0
101,0.08,772,0.0756788550142143,1,201.0
101,0.08,831,0.08146260170571512,1,201.0
101,0.08,814,0.07979609842172336,1,201.0
101,0.09,911,0.0893049701009705,1,201.0
101,0.09,940,0.09214782864425056,1,201.0
101,0.09,885,0.0867562003725125,1,201.0
101,0.09,905,0.08871679247132634,1,201.0
101,0.09,915,0.08969708852073326,1,201.0
101,0.09,897,0.0879325556318008,1,201.0
101,0.09,892,0.08744240760709734,1,201.0
101,0.09,921,0.09028526615037741,1,201.0
101,0.09,978,0.09587295363199687,1,201.0
101,0.09,909,0.0891089108910891,1,201.0
101,0.09,940,0.09214782864425056,1,201.0
101,0.09,880,0.08626605234780904,1,201.0
101,0.09,893,0.08754043721203804,1,201.0
101,0.09,916,0.08979511812567395,1,201.0
101,0.09,928,0.09097147338496225,1,201.0
101,0.09,926,0.09077541417508088,1,201.0
101,0.09,934,0.0915596510146064,1,201.0
101,0.09,898,0.0880305852367415,1,201.0
101,0.09,914,0.08959905891579258,1,201.0
101,0.09,867,0.08499166748358004,1,201.0
101,0.1,1017,0.09969610822468386,1,201.0
101,0.1,1021,0.10008822664444662,1,201.0
101,0.1,1067,0.10459758847171846,0,
101,0.1,986,0.0966571904715224,1,201.0
101,0.1,997,0.09773551612587002,1,201.0
101,0.1,1014,0.09940201940986178,1,201.0
101,0.1,1055,0.10342123321243016,1,201.0
101,0.1,1006,0.09861778257033624,1,201.0
101,0.1,990,0.09704930889128517,1,201.0
101,0.1,996,0.09763748652092932,1,201.0
101,0.1,1016,0.09959807861974317,1,201.0
101,0.1,1002,0.09822566415057347,1,201.0
101,0.1,992,0.09724536810116655,1,201.0
101,0.1,1017,0.09969610822468386,1,201.0
101,0.1,1033,0.10126458190373493,1,201.0
101,0.1,1005,0.09851975296539554,1,201.0
101,0.1,952,0.09332418390353887,1,201.0
101,0.1,1012,0.09920596019998039,1,201.0
101,0.1,1053,0.10322517400254877,1,201.0
101,0.1,994,0.09744142731104793,1,201.0
101,0.11,1131,0.11087148318792275,1,201.0
101,0.11,1130,0.11077345358298206,1,201.0
101,0.11,1125,0.1102833055582786,1,201.0
101,0.11,1148,0.11253798647191451,1,201.0
101,0.11,1112,0.1090089206940496,1,201.0
101,0.11,1130,0.11077345358298206,1,201.0
101,0.11,1079,0.10577394373100676,1,201.0
101,0.11,1119,0.10969512792863445,1,201.0
101,0.11,1133,0.11106754239780414,1,201.0
101,0.11,1167,0.11440054896578766,1,201.0
101,0.11,1095,0.10734241741005784,1,201.0
101,0.11,1128,0.11057739437310067,1,201.0
101,0.11,1111,0.10891089108910891,1,201.0
101,0.11,1075,0.105381825311244,1,201.0
101,0.11,1090,0.10685226938535437,1,201.0
101,0.11,1122,0.10998921674345652,1,201.0
101,0.11,1147,0.11243995686697382,1,201.0
101,0.11,1164,0.1141064601509656,1,201.0
101,0.11,1131,0.11087148318792275,1,201.0
101,0.11,1161,0.11381237133614351,1,201.0
101,0.12,1255,0.12302715420056858,1,201.0
101,0.12,1243,0.12185079894128027,1,201.0
101,0.12,1266,0.12410547985491618,1,201.0
101,0.12,1219,0.11949808842270365,1,201.0
101,0.12,1243,0.12185079894128027,1,201.0
101,0.12,1177,0.11538084501519459,1,201.0
101,0.12,1258,0.12332124301539064,1,201.0
101,0.12,1219,0.11949808842270365,1,201.0
101,0.12,1274,0.12488971669444172,0,
101,0.12,1178,0.11547887462013529,0,
101,0.12,1236,0.12116459170669543,1,201.0
101,0.12,1167,0.11440054896578766,1,201.0
101,0.12,1199,0.11753749632388981,1,201.0
101,0.12,1284,0.12587001274384865,1,201.0
101,0.12,1276,0.1250857759043231,1,201.0
101,0.12,1266,0.12410547985491618,1,201.0
101,0.12,1220,0.11959611802764435,1,201.0
101,0.12,1199,0.11753749632388981,1,201.0
101,0.12,1289,0.1263601607685521,1,201.0
101,0.12,1245,0.12204685815116165,1,201.0
101,0.13,1348,0.13214390746005295,1,201.0
101,0.13,1260,0.12351730222527203,1,201.0
101,0.13,1289,0.1263601607685521,1,201.0
101,0.13,1298,0.12724242721301834,0,
101,0.13,1365,0.1338104107440447,1,201.0
101,0.13,1308,0.12822272326242526,1,201.0
101,0.13,1328,0.1301833153612391,1,201.0
101,0.13,1250,0.12253700617586512,1,201.0
101,0.13,1283,0.12577198313890794,1,201.0
101,0.13,1288,0.1262621311636114,0,
101,0.13,1324,0.12979119694147634,1,201.0
101,0.13,1329,0.1302813449661798,0,
101,0.13,1357,0.13302617390451915,1,201.0
101,0.13,1358,0.13312420350945986,1,201.0
101,0.13,1344,0.13175178904029017,1,201.0
101,0.13,1343,0.1316537594353495,1,201.0
101,0.13,1323,0.12969316733653563,1,201.0
101,0.13,1269,0.12439956866973827,1,201.0
101,0.13,1377,0.134986766003333,1,201.0
101,0.13,1316,0.12900696010195079,1,201.0
101,0.14,1425,0.13969218704048622,0,
101,0.14,1405,0.1377315949416724,1,201.0
101,0.14,1386,0.13586903244779924,1,201.0
101,0.14,1337,0.13106558180570532,0,
101,0.14,1463,0.14341731202823252,1,201.0
101,0.14,1370,0.13430055876874816,1,201.0
101,0.14,1467,0.1438094304479953,1,201.0
101,0.14,1461,0.14322125281835113,1,201.0
101,0.14,1444,0.14155474953435937,1,201.0
101,0.14,1459,0.14302519360846977,1,201.0
101,0.14,1444,0.14155474953435937,1,201.0
101,0.14,1472,0.14429957847269875,1,201.0
101,0.14,1419,0.13910400941084208,1,201.0
101,0.14,1404,0.13763356533673168,1,201.0
101,0.14,1478,0.14488775610234292,1,201.0
101,0.14,1465,0.1436133712381139,1,201.0
101,0.14,1397,0.13694735810214684,1,201.0
101,0.14,1410,0.13822174296637585,1,201.0
101,0.14,1440,0.14116263111459662,1,201.0
101,0.14,1348,0.13214390746005295,1,201.0
101,0.15,1517,0.1487109106950299,1,201.0
101,0.15,1524,0.14939711792961474,1,201.0
101,0.15,1514,0.14841682188020783,1,201.0
101,0.15,1586,0.15547495343593765,1,201.0
101,0.15,1595,0.15635721988040388,1,201.0
101,0.15,1498,0.14684834820115675,1,201.0
101,0.15,1550,0.15194588765807274,1,201.0
101,0.15,1516,0.14861288109008922,1,201.0
101,0.15,1476,0.14469169689246153,1,201.0
101,0.15,1548,0.15174982844819135,1,201.0
101,0.15,1567,0.1536123909420645,1,201.0
101,0.15,1570,0.15390647975688657,1,201.0
101,0.15,1549,0.15184785805313206,1,201.0
101,0.15,1576,0.15449465738653073,1,201.0
101,0.15,1567,0.1536123909420645,1,201.0
101,0.15,1533,0.15027938437408098,1,201.0
101,0.15,1528,0.14978923634937752,0,
101,0.15,1510,0.14802470346044505,1,201.0
101,0.15,1530,0.1499852955592589,1,201.0
101,0.15,1498,0.14684834820115675,0,
101,0.16,1714,0.16802274286834623,1,201.0
101,0.16,1657,0.16243505538672678,1,201.0
101,0.16,1671,0.16380746985589648,1,201.0
101,0.16,1647,0.16145475933731987,1,201.0
101,0.16,1639,0.16067052249779434,1,201.0
101,0.16,1567,0.1536123909420645,1,201.0
101,0.16,1665,0.16321929222625234,1,201.0
101,0.16,1632,0.1599843152632095,1,201.0
101,0.16,1611,0.15792569355945496,1,201.0
101,0.16,1702,0.16684638760905793,1,201.0
101,0.16,1631,0.1598862856582688,0,
101,0.16,1629,0.1596902264483874,1,201.0
101,0.16,1627,0.15949416723850604,1,201.0
101,0.16,1618,0.1586119007940398,1,201.0
101,0.16,1612,0.15802372316439564,1,201.0
101,0.16,1666,0.16331732183119302,1,201.0
101,0.16,1684,0.1650818547201255,1,201.0
101,0.16,1658,0.1625330849916675,1,201.0
101,0.16,1603,0.1571414567199294,1,201.0
101,0.16,1677,0.16439564748554064,1,201.0
101,0.17,1753,0.17184589746103324,1,201.0
101,0.17,1726,0.16919909812763453,1,201.0
101,0.17,1756,0.1721399862758553,1,201.0
101,0.17,1705,0.16714047642388002,1,201.0
101,0.17,1770,0.173512400745025,1,201.0
101,0.17,1767,0.17321831193020293,1,201.0
101,0.17,1704,0.16704244681893932,0,
101,0.17,1732,0.1697872757572787,1,201.0
101,0.17,1736,0.17017939417704148,0,
101,0.17,1696,0.1662582099794138,1,201.0
101,0.17,1787,0.17517890402901676,1,201.0
101,0.17,1760,0.17253210469561808,1,201.0
101,0.17,1745,0.17106166062150768,1,201.0
101,0.17,1765,0.17302225272032154,1,201.0
101,0.17,1682,0.1648857955102441,1,201.0
101,0.17,1677,0.16439564748554064,1,201.0
101,0.17,1760,0.17253210469561808,1,201.0
101,0.17,1679,0.16459170669542203,1,201.0
101,0.17,1695,0.16616018037447308,1,201.0
101,0.17,1707,0.16733653563376139,1,201.0
101,0.18,1814,0.17782570336241546,1,201.0
101,0.18,1828,0.17919811783158515,1,201.0
101,0.18,1864,0.18272718360945006,1,201.0
101,0.18,1888,0.18507989412802667,0,
101,0.18,1876,0.18390353886873836,1,201.0
101,0.18,1904,0.18664836780707775,1,201.0
101,0.18,1796,0.176061170473483,1,201.0
101,0.18,1806,0.1770414665228899,1,203.0
101,0.18,1794,0.1758651112636016,1,201.0
101,0.18,1843,0.18066856190569552,1,201.0
101,0.18,1766,0.17312028232526222,1,201.0
101,0.18,1875,0.18380550926379766,1,201.0
101,0.18,1850,0.18135476914028037,1,201.0
101,0.18,1853,0.18164885795510244,1,201.0
101,0.18,1833,0.1796882658562886,0,
101,0.18,1830,0.1793941770414665,1,201.0
101,0.18,1880,0.1842956572885011,1,201.0
101,0.18,1866,0.18292324281933145,1,201.0
101,0.18,1856,0.1819429467699245,1,201.0
101,0.18,1874,0.18370747965885698,1,201.0
101,0.19,1895,0.1857661013626115,1,201.0
101,0.19,1903,0.18655033820213704,1,201.0
101,0.19,1920,0.1882168414861288,1,201.0
101,0.19,1901,0.18635427899225565,1,201.0
101,0.19,1934,0.1895892559552985,1,201.0
101,0.19,1970,0.19311832173316343,1,201.0
101,0.19,1916,0.18782472306636605,1,201.0
101,0.19,1911,0.1873345750416626,1,201.0
101,0.19,1965,0.19262817370845994,1,201.0
101,0.19,1979,0.19400058817762963,1,201.0
101,0.19,1891,0.18537398294284874,1,201.0
101,0.19,1923,0.1885109303009509,1,201.0
101,0.19,1921,0.1883148710910695,1,201.0
101,0.19,1882,0.1844917164983825,1,201.0
101,0.19,1968,0.19292226252328204,1,201.0
101,0.19,1921,0.1883148710910695,1,201.0
101,0.19,1958,0.1919419664738751,1,201.0
101,0.19,1924,0.18860895990589158,1,201.0
101,0.19,1978,0.19390255857268895,1,201.0
101,0.19,1965,0.19262817370845994,1,201.0
101,0.2,2060,0.20194098617782572,1,201.0
101,0.2,2020,0.19801980198019803,1,201.0
101,0.2,2091,0.20497990393098717,0,
101,0.2,2135,0.2092932065483776,0,
101,0.2,2006,0.19664738751102834,1,201.0
101,0.2,2092,0.20507793353592785,1,201.0
101,0.2,2041,0.20007842368395257,1,201.0
101,0.2,2024,0.19841192039996078,1,201.0
101,0.2,2091,0.20497990393098717,1,201.0
101,0.2,2008,0.19684344672090973,1,201.0
101,0.2,2027,0.19870600921478287,1,201.0
101,0.2,2051,0.20105871973335948,1,201.0
101,0.2,2019,0.19792177237525732,1,201.0
101,0.2,2010,0.1970395059307911,1,201.0
101,0.2,1959,0.1920399960788158,1,201.0
101,0.2,2012,0.19723556514067248,1,201.0
101,0.2,2153,0.21105773943731007,1,203.0
101,0.2,2020,0.19801980198019803,1,201.0
101,0.2,1939,0.19007940398000195,1,201.0
101,0.2,1984,0.1944907362023331,1,201.0
101,0.21,2233,0.21890010783256544,1,201.0
101,0.21,2052,0.20115674933830016,0,
101,0.21,2198,0.21546907165964121,1,201.0
101,0.21,2138,0.2095872953631997,1,201.0
101,0.21,2138,0.2095872953631997,1,201.0
101,0.21,2149,0.2106656210175473,1,201.0
101,0.21,2186,0.2142927164003529,1,201.0
101,0.21,2020,0.19801980198019803,1,201.0
101,0.21,2143,0.21007744338790316,1,203.0
101,0.21,2057,0.20164689736300362,1,201.0
101,0.21,2172,0.21292030193118322,1,201.0
101,0.21,2142,0.20997941378296245,1,201.0
101,0.21,2134,0.20919517694343692,1,201.0
101,0.21,2251,0.22066464072149788,0,
101,0.21,2167,0.21243015390647976,1,201.0
101,0.21,2158,0.21154788746201353,1,201.0
101,0.21,2125,0.2083129104989707,1,201.0
101,0.21,2138,0.2095872953631997,1,201.0
101,0.21,2158,0.21154788746201353,1,201.0
101,0.21,2099,0.2057641407705127,1,201.0
101,0.22,2238,0.2193902558572689,1,201.0
101,0.22,2241,0.21968434467209097,0,
101,0.22,2242,0.21978237427703165,1,201.0
101,0.22,2270,0.22252720321537103,0,
101,0.22,2275,0.2230173512400745,1,201.0
101,0.22,2269,0.22242917361043035,0,
101,0.22,2271,0.22262523282031174,1,201.0
101,0.22,2226,0.2182139005979806,1,201.0
101,0.22,2269,0.22242917361043035,1,201.0
101,0.22,2308,0.22625232820311733,1,201.0
101,0.22,2221,0.21772375257327714,1,201.0
101,0.22,2178,0.21350847956082736,1,201.0
101,0.22,2175,0.2132143907460053,1,201.0
101,0.22,2271,0.22262523282031174,0,
101,0.22,2255,0.22105675914126066,0,
101,0.22,2244,0.21997843348691304,1,201.0
101,0.22,2280,0.22350749926477798,1,201.0
101,0.22,2179,0.21360650916576807,1,201.0
101,0.22,2232,0.21880207822762474,1,201.0
101,0.22,2217,0.21733163415351436,1,203.0
101,0.23,2344,0.22978139398098227,1,201.0
101,0.23,2412,0.2364474071169493,0,
101,0.23,2365,0.23184001568473678,1,201.0
101,0.23,2284,0.22389961768454072,1,201.0
101,0.23,2347,0.23007548279580434,1,201.0
101,0.23,2381,0.23340848936378786,1,201.0
101,0.23,2382,0.23350651896872857,0,
101,0.23,2309,0.22635035780805804,1,201.0
101,0.23,2389,0.2341927262033134,1,205.0
101,0.23,2407,0.23595725909224585,1,201.0
101,0.23,2351,0.2304676012155671,0,
101,0.23,2379,0.23321243015390647,0,
101,0.23,2346,0.22997745319086363,0,
101,0.23,2356,0.23095774924027057,0,
101,0.23,2347,0.23007548279580434,1,201.0
101,0.23,2348,0.23017351240074502,1,201.0
101,0.23,2368,0.23213410449955887,1,201.0
101,0.23,2354,0.23076169003038918,1,201.0
101,0.23,2281,0.22360552886971866,1,201.0
101,0.23,2280,0.22350749926477798,1,201.0
101,0.24,2436,0.23880011763552592,1,201.0
101,0.24,2521,0.24713263405548475,0,
101,0.24,2444,0.23958435447505147,1,201.0
101,0.24,2434,0.23860405842564456,0,
101,0.24,2458,0.24095676894422116,0,
101,0.24,2434,0.23860405842564456,1,203.0
101,0.24,2461,0.24125085775904323,1,201.0
101,0.24,2436,0.23880011763552592,0,
101,0.24,2481,0.24321144985785706,1,201.0
101,0.24,2467,0.2418390353886874,1,201.0
101,0.24,2467,0.2418390353886874,1,201.0
101,0.24,2513,0.24634839721595922,1,201.0
101,0.24,2470,0.24213312420350946,0,
101,0.24,2401,0.23536908146260171,1,201.0
101,0.24,2412,0.2364474071169493,1,201.0
101,0.24,2429,0.2381139104009411,1,201.0
101,0.24,2449,0.24007450249975493,1,201.0
101,0.24,2384,0.23370257817860993,1,201.0
101,0.24,2399,0.23517302225272033,0,
101,0.24,2443,0.23948632487011076,1,201.0
101,0.25,2551,0.25007352220370554,0,
101,0.25,2593,0.25419076561121456,1,201.0
101,0.25,2455,0.24066268012939906,0,
101,0.25,2600,0.2548769728457994,1,201.0
101,0.25,2471,0.24223115380845014,0,
101,0.25,2502,0.2452700715616116,0,
101,0.25,2563,0.2512498774629938,0,
101,0.25,2505,0.2455641603764337,1,201.0
101,0.25,2502,0.2452700715616116,1,201.0
101,0.25,2549,0.24987746299382413,0,
101,0.25,2523,0.24732869326536613,1,201.0
101,0.25,2545,0.24948534457406138,0,
101,0.25,2581,0.2530144103519263,1,201.0
101,0.25,2507,0.24576021958631505,0,
101,0.25,2529,0.2479168708950103,1,201.0
101,0.25,2591,0.2539947064013332,0,
101,0.25,2487,0.24379962748750122,1,201.0
101,0.25,2497,0.24477992353690814,1,203.0
101,0.25,2489,0.2439956866973826,1,201.0
101,0.25,2541,0.2490932261542986,1,205.0
101,0.26,2641,0.25889618664836783,0,
101,0.26,2600,0.2548769728457994,1,201.0
101,0.26,2659,0.26066071953730025,1,201.0
101,0.26,2664,0.26115086756200373,1,201.0
101,0.26,2606,0.2554651504754436,1,201.0
101,0.26,2611,0.25595529850014703,1,201.0
101,0.26,2642,0.2589942162533085,0,
101,0.26,2692,0.2638956965003431,0,
101,0.26,2559,0.25085775904323104,1,201.0
101,0.26,2584,0.25330849916674836,0,
101,0.26,2671,0.2618370747965886,1,201.0
101,0.26,2601,0.2549750024507401,1,201.0
101,0.26,2701,0.2647779629448093,0,
101,0.26,2627,0.25752377217919814,1,201.0
101,0.26,2704,0.2650720517596314,1,201.0
101,0.26,2641,0.25889618664836783,1,201.0
101,0.26,2625,0.2573277129693167,0,
101,0.26,2642,0.2589942162533085,0,
101,0.26,2694,0.2640917557102245,0,
101,0.26,2713,0.26595431820409765,1,201.0
101,0.27,2747,0.26928732477208117,1,201.0
101,0.27,2772,0.2717380648955985,0,
101,0.27,2733,0.2679149103029115,1,205.0
101,0.27,2758,0.2703656504264288,1,201.0
101,0.27,2783,0.2728163905499461,1,201.0
101,0.27,2763,0.2708557984511322,0,
101,0.27,2765,0.27105185766101364,0,
101,0.27,2743,0.2688952063523184,0,
101,0.27,2726,0.26722870306832663,0,
101,0.27,2759,0.27046368003136945,0,
101,0.27,2794,0.2738947162042937,0,
101,0.27,2713,0.26595431820409765,0,
101,0.27,2764,0.27095382805607293,0,
101,0.27,2788,0.27330653857464954,1,201.0
101,0.27,2695,0.2641897853151652,0,
101,0.27,2664,0.26115086756200373,0,
101,0.27,2746,0.26918929516714046,1,201.0
101,0.27,2703,0.26497402215469074,1,201.0
101,0.27,2770,0.27154200568571707,1,201.0
101,0.27,2730,0.2676208214880894,0,
101,0.28,2912,0.28546220958729535,1,201.0
101,0.28,2842,0.27860013724144694,0,
101,0.28,2877,0.2820311734143711,0,
101,0.28,2904,0.28467797274776985,1,205.0
101,0.28,2811,0.27556121948828544,1,201.0
101,0.28,2837,0.27810998921674346,0,
101,0.28,2814,0.27585530830310756,0,
101,0.28,2893,0.2835996470934222,0,
101,0.28,2796,0.2740907754141751,1,201.0
101,0.28,2863,0.2806587589452014,1,201.0
101,0.28,2906,0.2848740319576512,1,201.0
101,0.28,2862,0.2805607293402608,1,205.0
101,0.28,2792,0.2736986569944123,0,
101,0.28,2797,0.2741888050191158,0,
101,0.28,2883,0.2826193510440153,1,201.0
101,0.28,2881,0.2824232918341339,0,
101,0.28,2840,0.2784040780315655,1,201.0
101,0.28,2868,0.2811489069699049,1,207.0
101,0.28,2858,0.280168610920498,0,
101,0.28,2849,0.2792863444760318,0,
101,0.29,2995,0.2935986667973728,1,203.0
101,0.29,2886,0.2829134398588374,1,201.0
101,0.29,2898,0.28408979511812565,0,
101,0.29,2889,0.28320752867365945,1,213.0
101,0.29,2918,0.28605038721693954,0,
101,0.29,2914,0.28565826879717676,0,
101,0.29,2977,0.2918341339084404,0,
101,0.29,3037,0.29771591020488186,0,
101,0.29,3015,0.29555925889618667,1,201.0
101,0.29,2993,0.2934026075874914,1,201.0
101,0.29,2885,0.28281541025389667,0,
101,0.29,2874,0.28173708459954905,1,201.0
101,0.29,2929,0.2871287128712871,1,203.0
101,0.29,2975,0.29163807469855896,1,209.0
101,0.29,2871,0.281442995784727,0,
101,0.29,2920,0.2862464464268209,1,203.0
101,0.29,2932,0.28742280168610923,0,
101,0.29,2958,0.2899715714145672,1,203.0
101,0.29,2942,0.28840309773551615,0,
101,0.29,2950,0.28918733457504164,1,201.0
101,0.3,3005,0.2945789628467797,0,
101,0.3,3066,0.30055876874816195,0,
101,0.3,2985,0.2926183707479659,1,205.0
101,0.3,3138,0.30761690030389177,1,209.0
101,0.3,3034,0.2974218213900598,1,203.0
101,0.3,3092,0.3031075384766199,0,
101,0.3,3076,0.30153906479756887,0,
101,0.3,3036,0.2976178805999412,1,205.0
101,0.3,3147,0.308499166748358,0,
101,0.3,3046,0.2985981766493481,1,205.0
101,0.3,3068,0.3007548279580433,0,
101,0.3,3078,0.30173512400745023,0,
101,0.3,3090,0.30291147926673856,0,
101,0.3,3082,0.302127242427213,1,205.0
101,0.3,3088,0.3027154200568572,0,
101,0.3,3071,0.3010489167728654,1,205.0
101,0.3,3133,0.30712675227918834,1,201.0
101,0.3,3147,0.308499166748358,1,215.0
101,0.3,3076,0.30153906479756887,0,
101,0.3,3052,0.29918635427899226,1,205.0
101,0.31,3137,0.30751887069895106,1,209.0
101,0.31,3184,0.3121262621311636,0,
101,0.31,3225,0.316145475933732,1,205.0
101,0.31,3151,0.30889128516812075,0,
101,0.31,3152,0.30898931477306146,1,209.0
101,0.31,3118,0.30565630820507794,1,201.0
101,0.31,3157,0.30947946279776495,0,
101,0.31,3166,0.31036172924223115,1,205.0
