Dimension,Probability,No_of_blocks,Density,Outcome,Length_of_path
101,0.8,8116,0.7956082736986569,0,
101,0.8,8208,0.8046269973532006,0,
101,0.8,8141,0.7980590138221743,0,
101,0.8,8183,0.8021762572296833,0,
101,0.8,8111,0.7951181256739536,0,
101,0.8,8169,0.8008038427605136,0,
101,0.8,8185,0.8023723164395647,0,
101,0.8,8124,0.7963925105381825,0,
101,0.8,8149,0.7988432506616998,0,
101,0.8,8157,0.7996274875012254,0,
101,0.8,8103,0.794333888834428,0,
101,0.8,8118,0.7958043329085384,0,
101,0.8,8174,0.8012939907852171,0,
101,0.8,8140,0.7979609842172336,0,
101,0.8,8141,0.7980590138221743,0,
101,0.9,9126,0.894618174688756,0,
101,0.9,9193,0.9011861582197824,0,
101,0.9,9144,0.8963827075776885,0,
101,0.9,9184,0.9003038917753161,0,
101,0.9,9121,0.8941280266640526,0,
101,0.9,9177,0.8996176845407313,0,
101,0.9,9199,0.9017743358494266,0,
101,0.9,9159,0.8978531516517988,0,
101,0.9,9175,0.8994216253308499,0,
101,0.9,9095,0.8915792569355946,0,
101,0.9,9142,0.896186648367807,0,
101,0.9,9164,0.8983432996765023,0,
101,0.9,9247,0.9064797568865798,0,
101,0.9,9214,0.9032447799235369,0,
101,0.9,9134,0.8954024115282816,0,
101,0.9,9144,0.8963827075776885,0,
101,0.9,9170,0.8989314773061464,0,
101,0.9,9161,0.8980492108616802,0,
101,0.9,9128,0.8948142338986373,0,
101,0.9,9192,0.9010881286148417,0,
